"taskID","userID","objectType","rightCorner","collection","site","toSearch","Lon","Lat","gridRef","dateDiscoveryDay","dateDiscoveryMonth","dateDiscoveryYear","length","width","edge","weight","patina","surface","thickness","other","composition","associations","description","publications","remarks","inputBy","imageURL","flickrURL","Processing","project"
"44207","580","Palstave","Fragment","Sotherby's Sale, 19. 11 .24. 666.,Collection of W.J. Knowles, MRIA, of Flixton Place, Ballymena.","Ireland,Antrim,Toome","Toome, Antrim, Antrim BT41, Royaume-Uni","-6.4613","54.754","","None","None","None","97","butt 30","47","","medium green, thin. over the golden bronze.","Smooth. The edge is polished golden bronze.","22","","","","The septum has been cut & hacked out. The end of butt has been cut or filed.","","Fragment","Denis Antoine","https://www.flickr.com/photos/115096994@N02/20842456336","https://farm1.staticflickr.com/625/20842456336_8cdff345be_m.jpg","superuser","IrishPalstavesPt2"
"44208","580","Palstave","I 5 A","Taunton Castle Museum,Lord Avebury Collection,presented 1916.","Ireland,Co Antrim,Belfast,1859","Belfast, Belfast, Royaume-Uni","-5.9301","54.5973","","None","None","1859","121","middle 35; butt 34","49","437","","","7; 35","","","","Butt is damaged. part missing","Proc. Som. A & N. H. S. Vol. LXII, p. lxiii","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/20680675640","https://farm6.staticflickr.com/5630/20680675640_6a79bcb3ed_m.jpg","superuser","IrishPalstavesPt2"
"44209","580","Palstave","I 5 A","Sotheby's Sale, 19. 11. 24.,613,Collection of W.J. Knowles, MRIA., of Flixton Place, Ballymena.","Ireland,Antrim,Lisburn (near)","Lisburn, Lisburn, Lisburn, Royaume-Uni","-6.058","54.5162","","None","None","None","154","middle 35,butt 29; 25","40; 7; 38","","dark green, with lighter spots & patches, bronze shows on reverse.","smooth","","","","","Edge & wings are chipped. Wings are notched.","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/20875947751","https://farm1.staticflickr.com/736/20875947751_87f14960df_m.jpg","superuser","IrishPalstavesPt2"
"44210","580","Palstave","I 5 H","Herts County Museum, St. Albans,39,lent by Capt. J.H. Ball, RAF.","Ireland,Co Antrim,Antrim","Antrim, Antrim, Royaume-Uni","-6.2072","54.7195","","None","None","None","131","middle 35; butt 28","56","513.84","no patina, much cleaned.","smooth. dark & golden bronze.","40; 8; 39.5","","","","","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/20875947551","https://farm6.staticflickr.com/5662/20875947551_6e89ccab0c_m.jpg","superuser","IrishPalstavesPt2"
"44211","580","Palstave","III 1 I","Peabody Museum, Harvard University, Cambridge, Mass.,48364,Received 1890,Presented by F.W. Putnam.","Ireland,Armagh","Armagh, Armagh, Armagh, Royaume-Uni","-6.6528","54.3503","","None","None","None","137","middle 22; butt 16","50","","slight patina, dark.","","22; 10 (approx)","","","","Roughly cast.","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/20246131124","https://farm1.staticflickr.com/590/20246131124_4486f765dd_m.jpg","superuser","IrishPalstavesPt2"
"44212","580","Double Lopped Palstave","II 3 C (?)","Ashmolean Mus., Oxford,Evans Collection 1927-1795,ex Hys Collection","Ireland,Cork,Ballincollig, 1854","Ballincollig, Co. Cork, Irlande","-8.5949","51.888","","None","None","1854","165","42 across loops","44","475.9","","","30 at stop","","","","","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/20868734855","https://farm1.staticflickr.com/595/20868734855_e2377b62a0_m.jpg","superuser","IrishPalstavesPt2"
"44213","580","Palstave","Frag. IV-C","Plymouth Municipal Museum,625,Given by Rev. S. Baring Gould.,Formerly in the possession of Mr. R. Westrop, Ravenswood, Co. Cork.","Ireland,Cork","Cork, Irlande","-8.4863","51.8969","","None","None","None","115","butt 38","39","165","","Dirty dull copper colour.","29; 3","","","","","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/20680675180","https://farm6.staticflickr.com/5778/20680675180_d08b1c34a6_m.jpg","superuser","IrishPalstavesPt2"
"44214","580","Palstave","I 5 A","Sunderland Museum","Ireland,Co Cork","Co. Cork, Irlande","-8.7644","51.9885","","None","None","None","112","","44","244.5","very dark green","smooth","","","","","","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/20247719323","https://farm6.staticflickr.com/5836/20247719323_4f6cd1476b_m.jpg","superuser","IrishPalstavesPt2"
"44215","580","Palstave","III 1 A","Salisbury, S. Wilts and Blackmore Museum,299 Brackstone Collection,B299 on side, 25 on face.","Ireland,Co Cork","Co. Cork, Irlande","-8.7644","51.9885","","None","None","None","97","middle 26; butt 23","41","133.25","dark green.","","23; 4","","","","","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/20680756408","https://farm6.staticflickr.com/5677/20680756408_41c6899c02_m.jpg","superuser","IrishPalstavesPt2"
"44216","580","Palstave","IV 1 A","Bankfield Museum, Halifax,No. 6,A.J. 6.,From the collection of the Literary and Philosophical Society.","Ireland,Co Cork","Co. Cork, Irlande","-8.7644","51.9885","","None","None","None","163","butt 28, centre 30","41","510","Pale green","slightly encrusted.","centre 42; 12","","","","Fresh casting, unused. Butt broken and edge chipped.","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/20680674860","https://farm1.staticflickr.com/715/20680674860_7a6c5f94c9_m.jpg","superuser","IrishPalstavesPt2"
