"taskID","userID","objectType","rightCorner","collection","site","toSearch","Lat","Lon","gridRef","dateDiscoveryDay","dateDiscoveryMonth","dateDiscoveryYear","length","width","edge","weight","patina","surface","thickness","other","composition","associations","description","publications","remarks","inputBy","imageURL","flickrURL"
"44898","161","Hatchet-shaped Socketed Axe","","Sotheby's Sale 19.11.24 625, Coll. of W.J. Knowles MRIA.  of Hixton Place. Ballymena","Ireland,Antrium,Ballymoney","Ballymoney, Ballymoney, Ballymoney BT53, UK","55.0704888","-6.517370799999981","","None","None","None","79","edge 78, socket 47","78","","","smooth. dark brown bronze with black stains.","socket 31","","","","heavy cast marks.","","label 'got 30 years ago when draining ? Basin. Mr. Banory""","Jared Obermeyer","https://www.flickr.com/photos/115096994@N02/20845014163","https://farm6.staticflickr.com/5727/20845014163_90810617be_m.jpg"
"44898","580","Hatchet-shaped Socketed Axe","","Sotheby's Sale, 19. 11. 24. 625.,Collection of W.J. Knowles, MRIA, of Flixton Place, Ballymena.","Ireland,Antrim,Ballymoney,label ""got 30 years ago when draining ? Basin Mr. Banory.""","Ballymoney, Ballymoney, Ballymoney BT53, Royaume-Uni","55.0704888","-6.517370799999981","","None","None","None","79","socket 47","78","","","smooth, dark brown bronze, with black stains.","socket 31","","","","Heavy cast marks.","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/20845014163","https://farm6.staticflickr.com/5727/20845014163_90810617be_m.jpg"
"44898","677","Hatchet-shaped Socketed Axe.","","Sotheby's Sale 19.11.24. 625, , Colln. of W.I. Knowles MRIA, , of Flixton Place. Ballymena.","Ireland, Antrim, Ballymoney, label - ""got 30 years ago when drawing ? Basin Mr. Banory.""","Ireland",,,"Ireland","None","None","None","79","edge 78 socket 47.","","","","smooth. dark brown bronze. with black stains.","socket 31","There does appear to be some information missing.","Heavy cast marks.","","","","","Michael George Adams","https://www.flickr.com/photos/115096994@N02/20845014163","https://farm6.staticflickr.com/5727/20845014163_90810617be_m.jpg"
"44899","580","Hatchet-shaped Socketed Axe","Hatchet II3","Herts County Museum, St. Albans,lent by Capt. J.H. Ball, RAF","Ireland,Co Antrim,Belfast,River Lagan,1900","Belfast, Belfast, Royaume-Uni","54.59728500000001","-5.930119999999988","","None","None","1900","64","socket 40","52.5","113","traces of patina dark green round loop & on the other side.","smooth, golden bronze colour. (cleaned) Probably filed.","socket 29","","","","","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/21455124212","https://farm1.staticflickr.com/563/21455124212_ca4691686f_m.jpg"
"44899","677","Hatchet-shaped Socketed Axe","Hatchet II3","Herts County Museum. St. Albans, , lent by Capt. I.H. Ball RAF","Ireland, Co Antrim, Belfast, River Lagan, 1900","River Lagan, United Kingdom",,,"River Lagan, United Kingdom","None","None","1900","64","edge 52.5 socket 40","","113","traces only of patina dark green round loop & on the other side","smooth. golden bronze colour. (cleaned) Probably filed","socket 29","There does appear to be some information missing.","","","","","","Michael George Adams","https://www.flickr.com/photos/115096994@N02/21455124212","https://farm1.staticflickr.com/563/21455124212_ca4691686f_m.jpg"
"44899","1072","Hatchet-shaped,Socketed Axle","II3","Herts County Museum.  St. Albans,lent by Capt. ... H. Ball RAF","Ireland Co Antrim Belfast River Lagan","",,,"","None","None","1900","64","Socket 40","52.5","113","traces only of dark green round Loop + on the other side","smooth.","Socket 29","This is my first transcription.   I couldn't be sure if the l's that began words were capital or small letters., ,","","","golden bronze colour. (cleaned) Probably filed","","","Kathleen VanPaasschen","https://www.flickr.com/photos/115096994@N02/21455124212","https://farm1.staticflickr.com/563/21455124212_ca4691686f_m.jpg"
"44900","580","Socketed Celt","UII3","Bishop Collection,B39,The University, Glasgow","Ireland,Co Antrim","Antrim, Royaume-Uni","54.666248","-6.286465899999939","","None","None","None","77","socket 33","30","113.1","","deeply encrusted","31","","","","Poor condition","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/21278053600","https://farm6.staticflickr.com/5656/21278053600_8ee8453a45_m.jpg"
"44900","677","Socketed Celt","UII3","Bishop Collection B39, , The University. Glasgow","Ireland, Co Antrim,","Ireland",,,"Ireland","None","None","None","77","edge 30. socket 33","","113.1","","deeply encrusted","31","There does appear to be some information missing.","Poor condition","","","","","Michael George Adams","https://www.flickr.com/photos/115096994@N02/21278053600","https://farm6.staticflickr.com/5656/21278053600_8ee8453a45_m.jpg"
"44900","1072","Socketed Celt.","VII3","Bishop Collection B39,The University.,Glasgow","Ireland,Co. Antrim","",,,"","None","None","None","77","Socket 33","30","113.1","","deeply encrusted","31","I don't know how to georeference the site.  Much information was missing.","","","Poor condition","","","Kathleen VanPaasschen","https://www.flickr.com/photos/115096994@N02/21278053600","https://farm6.staticflickr.com/5656/21278053600_8ee8453a45_m.jpg"
"44901","580","Socketed Celt","UII3","Sotheby's Sale, 19. 11. 24. 628.,Collection of W.J. Knowles, MRIA, of Flixton Place, Ballymena.","Ireland,Co Antrim","Antrim, Antrim, Royaume-Uni","54.7195338","-6.2072498","","None","None","None","74","socket 23","41","","polished patina dark emerald green","smooth. Corner of edge, back of loop & rim of socket are powdery light green","socket 26","","","","Very square socket","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/21455123922","https://farm6.staticflickr.com/5773/21455123922_89df148696_m.jpg"
"44901","677","Socketed Celt","UII3","Sotheby's Sale. 19.11.24 628, , Colln. of W.I. Knowles M.R.I.A, , of Flixton Place. Ballymena.","Ireland, Co Antrim","Ireland",,,"Ireland","None","None","None","74","edge 41. socket 23","","","polished patina dark emerald green","smooth Corner of edge. back of loop & rim of socket are powdery light green","socket 26","There does appear to be some information missing.","Very square socket","","","","socket rim chipped, & powdery","Michael George Adams","https://www.flickr.com/photos/115096994@N02/21455123922","https://farm6.staticflickr.com/5773/21455123922_89df148696_m.jpg"
"44901","1072","Socketed Celt","VII3","Sotheby's Sale 19.11.24 628,Coll. of W.J.Knowles M.R.I.A,of Flixton Place.  ...","Ireland,Co Antrim","",,,"","None","None","None","74","23","41","","Corner of edge, back of loop + rim of socket are powdery light green,dark emerald green","smooth,polished","26","Both width and thickness have the word Socket written before the value.","","","Very square socket","","","Kathleen VanPaasschen","https://www.flickr.com/photos/115096994@N02/21455123922","https://farm6.staticflickr.com/5773/21455123922_89df148696_m.jpg"
