"taskID","userID","objectType","rightCorner","collection","site","toSearch","Lon","Lat","gridRef","dateDiscoveryDay","dateDiscoveryMonth","dateDiscoveryYear","length","width","edge","weight","patina","surface","thickness","other","composition","associations","description","publications","remarks","inputBy","imageURL","flickrURL"
"46655","543","Leaf Sword","IIc","The Manx Musuem, Douglas, Isle of Man","Isle of Man,Santan (Kirk Santan),Crogga House, near,","Port Soderick, Isle of Man","-4.5329176999999845","54.1231287","","23","5","1929","583","45","","628","","","8","","Copper 82.00, Tin 9.2, Lead 8.51, Iron 0.11, sulfur tr.","","end of hilt and tip missing","","","Jane Fellows","https://www.flickr.com/photos/115096994@N02/21784939356","https://farm6.staticflickr.com/5730/21784939356_ec014e1142_m.jpg"
"46655","677","Leaf Sword","IIc","The Marx Museum, Donglae., , note german.","Isle of Man, Santan (Kirk Shutan), Crogga River, near, 23rd May, 1929""","Crogga River, Isle of Man","-4.553300000000036","54.1317","Crogga River, Isle of Man","23","5","1929","58 2","45","","121","","","8","Much of the handwriting was difficult to decipher (there was a lot of fuzziness). I made my best possible judgement. Also there appears to be some information missing.","Copper 12.00, Tin 920, lead 1-11, non 01, Sulfar K. good of hilt, top missing,","","","","","Michael George Adams","https://www.flickr.com/photos/115096994@N02/21784939356","https://farm6.staticflickr.com/5730/21784939356_ec014e1142_m.jpg"
"46655","717","Leaf Sword","IIC","The Manx Museum, Douglas, Isle of Man.","Isle of Man, Santan (Kirk Santan), Crogga house, near, 3rd May, 1929","",,,"","23","5","1929","583","45","","628","","","8","","Copper 82.00, Tin 9.20, Lead 8.51, iron 0.11, sulphur  tr.","","End of hilt & tip missing","","","Van C. Vives","https://www.flickr.com/photos/115096994@N02/21784939356","https://farm6.staticflickr.com/5730/21784939356_ec014e1142_m.jpg"
"46656","580","Leaf shaped Sword","IVa","Manx Museum, Isle of Man,1","Isle of Man,Berrag,Jurby","Jurby, Île de Man","-4.5200589999999465","54.35903","","None","None","None","614","hilt plate 45; 25; 55,blade 47","","1056.03","","","5; 8; 7.5","","Cu. 81.70; St. 11.20; Pb. 6.15; Fe. 0.17; Zc. 0.50,99.72","","A faintly marked rounded median-ridge sinking gradually from the hiltend, with shallow fluting along the edges. 7 Rivet holes, one contains remains of rivet.","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/21784941446","https://farm1.staticflickr.com/704/21784941446_3162ce1136_m.jpg"
"46656","677","Leaf shaped Sword","IVa","Marx Museum, Isle of Man 1","Isle of Man, Barray, farby","Isle of Man","-4.548055999999974","54.236107","Isle of Man","None","None","None","61 6","hilt plate 45, 25. 55 blade 17,","","1056.03","","","5. 8. 7.5","Much of the handwriting was difficult to decipher (there was a lot of fuzziness). I made my best possible judgement. Also there appears to be some information missing.","Co. 01.30 Co. 01 10 Co 1.15 Co 11 11 12 Co th A faintly marked rounded medium ridge tinking gradually from the halt end, with shallow planting along the edges 7 rivet holes one contains remains of aint.","","","","Perimeter go what","Michael George Adams","https://www.flickr.com/photos/115096994@N02/21784941446","https://farm1.staticflickr.com/704/21784941446_3162ce1136_m.jpg"
"46656","717","Leaf Shaped Sword","IVa","Manx Museum, Isle of Man","Isle of Man, Berraj, Iurley","",,,"","None","None","None","614","Hilt Plate 45.25.55; blade 47","","1056.03","","","5.8.7 1/2","","Cu 81.70, Sr 11.20, Pb 6.15,","","A faintly marked Median-ridge sinking gradually from the hilt end, with shallow fluting along the edges.  7 rivet holes. One contains remans of rivet.","","","Van C. Vives","https://www.flickr.com/photos/115096994@N02/21784941446","https://farm1.staticflickr.com/704/21784941446_3162ce1136_m.jpg"
"46657","543","Leaf shaped sword (portion)","a red dot,IIIC","Dover Museum,Presented by Rev. W. Vallance","England,Kent,Sittingbourne","Sittingbourne, Sittingbourne, Kent, UK","0.7315959999999677","51.340402","","16","1","1862","194","hilt 43,19.5","blade 21.5","141.75","a little green but blade is mostly golden bronze","Fairly smooth. Hilt slightly corroded.","blade 6.75","Bottom left of card says ""JCM"". I have converted inches in the Associations to metric measurements.","","Found in an urn with 6 bronze rings measuring from 1 1/2 - 2 1/4 ins [38-57 mm] in diameter,Three feet [900mm] away was another urn containing 4 Sock. Axes, 1 gouge","Originally 3 pieces fund,Four of the holes are filled. There are no rivets attached. There is another measurement (20) on the diagram","C. Roach Smith Collectanea Antiqua I 1845 pp. 101-102","","Jane Fellows","https://www.flickr.com/photos/115096994@N02/21623209358","https://farm6.staticflickr.com/5755/21623209358_681bd10c57_m.jpg"
"46657","580","Leaf shaped Sword (portion)","IIIc","Dover Museum,presented by Rev. W. Vallance.","England,Kent,Sittingbourne,16th Jan. 1862","Sittingbourne, Sittingbourne, Kent, Royaume-Uni","0.7315959999999677","51.340402","","16","1","1862","194","blade 21.5,hilt 43; 19.5","","141.75","a little green patina but blade is mostly golden bronze.","fairly smooth. Hilt slightly corroded.","blade 6.75","","","Found in an urn with 6 bronze rings measuring from 1 1/2 - 2 1/4 cms in diameter.","four of the holes are filed. There are no rivets attached.","C. Roach Smith Collectanea Antiqua I, 1848, pp. 101-102","Originally 3 pieces found.,Three feet away was another urn containing 4 Sock. Axes.,JCM","Denis Antoine","https://www.flickr.com/photos/115096994@N02/21623209358","https://farm6.staticflickr.com/5755/21623209358_681bd10c57_m.jpg"
"46657","677","Leaf shaped sword (portion)","III C","Dover Museum, , pres. by Rev. W. Vallance.","England, Kent, Sittingbourne 16th Jan. 1862","Sittingbourne, Sittingbourne, Kent, UK",,,"Sittingbourne, Sittingbourne, Kent, UK","16","1","1862","194","blade 21.5 hilt 43 19.5","","141.75","a little green patina but blade is mostly golden bronze.","fairly smooth. Hilt slightly corroded.","blade 6.75","","four of the holes are filled. There are no rivets attached.","Found in an hon with 6 bronze rings measuring from 1 1/2 - 2 1/4 ins in diameter","Originally 3 pieces found.","C. Roach Smith Collection u Antiqua I 1848 pp. 101 - 102","J M Three feet away was another Urn containing 4 Sock Axes. 1 gouge., , , , Filled Holes.","Michael George Adams","https://www.flickr.com/photos/115096994@N02/21623209358","https://farm6.staticflickr.com/5755/21623209358_681bd10c57_m.jpg"
"46658","580","Sword Fragment","Frag.","Mr. Lemmon, Saltwood","England,Kent,Saltwood,Hayne Wood, on line of railway, cutting, 6 ft. below surface, lying on stratum of sand, c. 25 yards N.E. by N. of summit of hill. Found June 4, 1872? (Kent LXXIV. NE.)","Saltwood, Kent, Royaume-Uni","1.0688129000000117","51.0857408","","4","6","1872","40","42","","52","green & brown","smooth","9","","","Part of a large hoard; see card for first sword fragment.","Fragment of shoulders; rivet holes torn; on each side of mid rib are three incised lines on one face of blade, on the other face (drawn in sketch) in out side of midrib are four incisions.","Evans,Journ. Anthrop. Inst. III 230.,Ant. Journ. XXX, 279.,Jessup. Arch. of Kent, 107.","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/21189998303","https://farm6.staticflickr.com/5741/21189998303_41eb9dc678_m.jpg"
