"taskID","userID","objectType","rightCorner","collection","site","toSearch","Lon","Lat","gridRef","dateDiscoveryDay","dateDiscoveryMonth","dateDiscoveryYear","length","width","edge","weight","patina","surface","thickness","other","composition","associations","description","publications","remarks","inputBy","imageURL","flickrURL"
"51350","580","Axe-like Chisel - Socketed","","British Museum,94.8.3. 37.,Purchased at the Sale of Humphrey Wickhams Collection at Sotheby's through Mercts. Rollin & Fenardent.,Lot 6. 189A.","England,Kent,Allhallows, Hundred of Hoo,found in 1873 on Home Wood Farm","Allhallows, Rochester, Medway ME3, Royaume-Uni","0.6394549999999981","51.46831","c. TQ 83 77","None","None","1873","58","blade 26; socket 21","","31","metallic green","non-corroded","18","","","29-52 Allhallows I. 7 Socketed Celts, 6 Fragments Celts, 2 Gouges, 1 Lancehead, 8 Fragments Swords, 1 Knife","Diminutive oval section.","Evans. B. Imps. 214, 230, 467.,Arch. Cant. XI, 124 & Pl. c. IX, 300,V.C.H. Kent, I, 322; 334,R.F. Jessups 'Kent', 107, 250.","Almost OK (section),AFI.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/24225389130","https://farm2.staticflickr.com/1704/24225389130_a8d33d005e_m.jpg"
"51350","677","Axe-like chisel. Socketed","","British Museum., , 94.8.3.37., , Purchased at the sale of Humphrey Wickhams Collection at Sothebys through Merst. Rollin, Fenardent. Lot 6. 1894","x, C.TQ 83, 77, England, Kent, Allhallows, Hundred of Hoo, Found in 1873on House Wood, Farm.","Kent, UK","0.5217254000000366","51.2787075","Kent, UK","None","None","1873","5.8","blade 26 socket 21","","81","metallic green patina","non-corroded.","18","","","29 - 52 Allhallows I AFI. 7 Socketed Celts 6 Fragments "" 2 gouges 1 Lanceluad 8 Fragments Swords 1 Knife","Diminutive oval section.","Evans. B.Imps. 214.230.467. Anch. Caut. XI. 124. V.C.H. Kent. J. 322. 334 R.F. Jeasup 'Kent'. 107. 250. & H.C. IX. 300","Almost ok (section)","Michael George Adams","https://www.flickr.com/photos/115096994@N02/24225389130","https://farm2.staticflickr.com/1704/24225389130_a8d33d005e_m.jpg"
"51350","817","Axe-like Chisel.,Socketed","","British Museum.,94.8.3.37.,Purchased at the Sale of Humphrey Wickhams Collection at Sothebys through Messrs. Rollins & Feuardent.,Lot 6. 1894.","England,Kent,Allhallows, Hundred of Hoo,Found in 1873 on House Wood Farm.","Allhallows, Rochester, Medway ME3, UK","0.6394549999999981","51.46831","c. TQ 83,77","None","None","1873","58","26","","31","metallic green","non-corroded","18","Length shows ""5.8 cms"". Width shows ""blade 26  socket 21"".","","29 – 52,Allhallows I,AFI,7 Socketed Celts,6 Fragments Celts,2 Gouges,1 Lancehead,8 Fragments Swords,1 Knife","Diminutive oval section.","Evans, B. Imps. 214, 230, 467.,R.F. Jessup 'Kent"". 107, 250.,Arch. Cant. XI. 124.,& PP. C. - IX. 300,V.C.H. Kent. I. 322, 334","Almost OK (section)","JP OConnor","https://www.flickr.com/photos/115096994@N02/24225389130","https://farm2.staticflickr.com/1704/24225389130_a8d33d005e_m.jpg"
"51351","580","Axe-like Chisel - Socketed,?Duplicate","","British Museum,94 8 3 37 No. 6,purchased 1894.","England,Kent,Allhallows,Hundred of Hoo,1873","Allhallows, Rochester, Medway ME3, Royaume-Uni","0.6394549999999981","51.46831","","None","None","1873","60","edge 26; socket 21","","31.2","riche green","","socket 18","","","Founder's Hoard,29-52 (BM reg. #s) Allhallows I","","Arch. Cant. XI, 124; IX, 300.,V.C.H. Kent I, 322, 334.,Evans. B. Imps., 214, 230, 467.,R.F. Jessup 'Kent', 107, 250","Inacc.,See associated card. JW","Denis Antoine","https://www.flickr.com/photos/115096994@N02/24153182349","https://farm2.staticflickr.com/1677/24153182349_8e5db484c2_m.jpg"
"51351","677","Axe-like Chisel. Socketed ? Dryberk","","British Museum. 94 8 3 37 No 6 , , purchased 1894","x, England, Kent, Hundred of Hoo, Allhallows, 1873","Kent, UK","0.5217254000000366","51.2787075","Kent, UK","None","None","None","60","edge 26 socket 21","","31.2","rich green","","socket 18","","","Founder's Hoard. 29-52 (BM rg HS) All hellaos I","","Arch. Cant. XI 124 IX. 300. V.C.H. Kent I. 322. 334. Evans. B. Imps. 214. 230. 467. R.F. Jessup 'Kent'. 107. 250","Inacc. See associated card. JW","Michael George Adams","https://www.flickr.com/photos/115096994@N02/24153182349","https://farm2.staticflickr.com/1677/24153182349_8e5db484c2_m.jpg"
"51351","817","Axe-like Chisel.,Socketed,? Dunbark","","British Museum,94.8-3.37 No 6,purchd. 1894","England,Kent,Allhallows,Hundred of Hoo","Allhallows, Rochester, Medway ME3, UK","0.6394549999999981","51.46831","","None","None","1873","60","26","","31.2","rich green","","18","Width shows ""edge 26  socket 21"".","","Founder's Hoard,29-52 (BM reg #s),Allhalllows I","","Arch. Cant. XI 124,IX. 300.,V.C.H. Kent I. 322, 334.,Evans, B. Imps. 214, 230, 467.,R.F. Jessup 'Kent'. 107, 250","See associated card.,JW","JP OConnor","https://www.flickr.com/photos/115096994@N02/24153182349","https://farm2.staticflickr.com/1677/24153182349_8e5db484c2_m.jpg"
"51352","433","Cake of Metal","I","British Museum,Purchased 1894, 8-3.28,[One of ten lumps under this number]","England,Kent,Allhallows, Hundred of Hoo,1875,Little Coombe Farm","Allhallows, Rochester, Medway ME3, UK","0.6394549999999981","51.46831","c. TQ 831 77","None","None","1875","121","84","","734.75","","much encrusted","37","","","Founder's hoard","","Arch. Cant. XI, 123, XI, 300,V.C.H., Kent, I, 322, 334,R.F. Jessup, 'Kent', 107, 250","AFI","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/24412658342","https://farm2.staticflickr.com/1712/24412658342_696e30bf83_m.jpg"
"51352","580","Cake of Metal","I.","British Museum,purchased 1894, 8-3, 28 (One of ten lumps under this number)","England,Kent,Allhallows, Hundred of Hoo,1875,Little Coombe Farm","Allhallows, Rochester, Medway ME3, Royaume-Uni","0.6394549999999981","51.46831","c. TQ 81 77","None","None","1875","121","84","","734.75","","much encrusted","37","","","Founder's Hoard.","","Arch. Cant. XI, 123; IX, 300.,V.C.H. Kent, I, 322, 334.,R.F. Jessup 'Kent', 107, 250","AFI","Denis Antoine","https://www.flickr.com/photos/115096994@N02/24412658342","https://farm2.staticflickr.com/1712/24412658342_696e30bf83_m.jpg"
"51352","817","Cake of Metal","1.","British Museum,purchd. 1894, 8-3, 28,[One of ten lumps under this number].","England,Kent,Allhallows,Hundred of Hoo,Little Coombe Farm","Allhallows, Rochester, Medway ME3, UK","0.6394549999999981","51.46831","C.TQ 831,77","None","None","1875","121","84","","734.75","","much encrusted","37","","","Founder's Hoard,AFI","","Arch. Cant. XI 123,IX. 300.,V.C.H. Kent. I. 322, 334.,R.F. Jessup, 'Kent' 107, 250.","","JP OConnor","https://www.flickr.com/photos/115096994@N02/24412658342","https://farm2.staticflickr.com/1712/24412658342_696e30bf83_m.jpg"
"51353","580","10 Ingot fragments (6 of [...] type, 4 indeterminate)","","British Museum.,94. 8-3. 28","England,Kent,Allhallows (Hoo),Little Coombe Farm","Hoo, Medway, Royaume-Uni","0.6394549999999981","51.46831","c. TQ 81 77","None","None","None","","","","","","","","","","Hoard, Allhallows II.","","","AFI","Denis Antoine","https://www.flickr.com/photos/115096994@N02/24438586821","https://farm2.staticflickr.com/1614/24438586821_94a32f2ace_m.jpg"
